time,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide
2026-07-23 15:00:00,28.9,79.2,10.0,157.0,17.1,447.0
2026-07-23 16:00:00,31.0,73.8,13.3,148.0,19.3,541.0
2026-07-23 17:00:00,22.5,22.6,16.5,132.0,15.5,637.0
2026-07-23 18:00:00,27.6,27.7,21.0,119.0,17.4,748.0
2026-07-23 19:00:00,28.8,28.9,27.0,100.0,20.0,861.0
2026-07-23 20:00:00,28.8,28.8,30.6,87.0,21.8,908.0
2026-07-23 21:00:00,29.5,29.5,29.3,84.0,22.0,841.0
2026-07-23 22:00:00,30.0,30.2,25.5,86.0,21.3,708.0
2026-07-23 23:00:00,30.0,30.0,22.4,87.0,20.6,582.0
2026-07-24 00:00:00,30.5,30.6,21.1,83.0,20.1,480.0
2026-07-24 01:00:00,31.7,31.8,20.4,78.0,19.6,385.0
2026-07-24 02:00:00,33.5,33.6,19.9,74.0,19.2,318.0
2026-07-24 03:00:00,35.0,35.2,19.4,71.0,18.9,287.0
2026-07-24 04:00:00,35.6,35.6,19.0,68.0,18.8,284.0
2026-07-24 05:00:00,37.7,37.7,18.0,73.0,20.5,306.0
2026-07-24 06:00:00,37.7,37.7,17.8,77.0,20.3,377.0
2026-07-24 07:00:00,34.3,34.5,17.4,83.0,20.1,473.0
2026-07-24 08:00:00,31.5,31.5,16.3,94.0,19.8,525.0
2026-07-24 09:00:00,26.4,26.4,13.6,113.0,19.5,488.0
2026-07-24 10:00:00,24.1,24.2,10.2,136.0,19.2,407.0
2026-07-24 11:00:00,22.9,22.9,7.9,152.0,18.9,345.0
2026-07-24 12:00:00,21.4,21.4,7.4,153.0,18.5,320.0
2026-07-24 13:00:00,20.4,20.4,8.1,147.0,18.1,315.0
2026-07-24 14:00:00,17.7,17.7,9.4,140.0,18.1,336.0
2026-07-24 15:00:00,16.1,16.2,10.9,137.0,19.0,389.0
2026-07-24 16:00:00,16.5,16.6,13.2,133.0,20.3,468.0
2026-07-24 17:00:00,23.3,23.5,17.3,119.0,18.3,568.0
2026-07-24 18:00:00,29.5,29.6,26.2,98.0,19.7,732.0
2026-07-24 19:00:00,34.3,34.6,38.2,70.0,21.5,918.0
2026-07-24 20:00:00,34.3,34.7,45.1,50.0,22.5,988.0
2026-07-24 21:00:00,32.8,33.4,42.2,47.0,21.9,841.0
2026-07-24 22:00:00,31.9,33.2,34.3,52.0,20.5,578.0
2026-07-24 23:00:00,30.5,33.1,27.6,57.0,19.5,375.0
2026-07-25 00:00:00,28.0,31.8,24.1,58.0,19.6,304.0
2026-07-25 01:00:00,26.5,31.4,21.8,59.0,20.1,293.0
2026-07-25 02:00:00,26.3,31.5,20.4,58.0,20.6,290.0
2026-07-25 03:00:00,26.5,31.1,20.4,54.0,21.0,276.0
2026-07-25 04:00:00,27.1,30.5,21.3,50.0,21.3,270.0
2026-07-25 05:00:00,29.7,33.9,22.5,46.0,22.4,288.0
2026-07-25 06:00:00,29.8,32.8,21.9,52.0,22.5,353.0
2026-07-25 07:00:00,28.5,30.6,20.9,60.0,22.6,441.0
2026-07-25 08:00:00,29.0,31.1,19.0,72.0,22.1,493.0
2026-07-25 09:00:00,29.5,34.2,15.4,91.0,20.6,472.0
2026-07-25 10:00:00,26.8,32.8,11.0,113.0,18.6,414.0
2026-07-25 11:00:00,24.3,29.0,7.8,130.0,17.1,369.0
2026-07-25 12:00:00,25.8,29.6,6.4,140.0,16.5,350.0
2026-07-25 13:00:00,32.2,66.1,6.3,144.0,16.3,344.0
2026-07-25 14:00:00,26.4,39.3,7.7,143.0,16.4,361.0
2026-07-25 15:00:00,25.1,33.4,10.7,135.0,16.5,413.0
2026-07-25 16:00:00,24.9,32.1,15.2,120.0,16.8,488.0
2026-07-25 17:00:00,38.3,41.8,23.0,97.0,12.4,565.0
2026-07-25 18:00:00,44.2,46.1,29.1,80.0,13.7,648.0
2026-07-25 19:00:00,51.8,52.7,37.3,58.0,15.6,733.0
2026-07-25 20:00:00,50.3,50.9,42.5,42.0,17.3,781.0
2026-07-25 21:00:00,45.1,45.4,42.0,40.0,18.7,772.0
2026-07-25 22:00:00,46.8,47.0,38.4,45.0,19.9,727.0
2026-07-25 23:00:00,48.1,48.3,34.6,50.0,20.6,670.0
2026-07-26 00:00:00,48.5,48.7,31.2,53.0,20.3,597.0
2026-07-26 01:00:00,47.0,47.1,27.7,55.0,19.5,511.0
2026-07-26 02:00:00,45.4,45.6,25.2,56.0,18.9,446.0
2026-07-26 03:00:00,44.7,44.9,24.9,52.0,18.8,415.0
2026-07-26 04:00:00,44.9,46.3,25.7,47.0,19.0,405.0
2026-07-26 05:00:00,26.0,26.8,23.0,56.0,17.2,408.0
2026-07-26 06:00:00,27.8,28.6,22.2,64.0,19.6,432.0
2026-07-26 07:00:00,26.9,27.9,21.0,76.0,23.0,470.0
2026-07-26 08:00:00,28.9,31.4,19.1,94.0,26.1,487.0
2026-07-26 09:00:00,32.1,36.4,16.0,124.0,28.7,463.0
2026-07-26 10:00:00,34.7,41.6,12.2,160.0,30.9,418.0
2026-07-26 11:00:00,36.7,46.4,9.2,189.0,32.1,382.0
2026-07-26 12:00:00,36.8,49.0,7.3,207.0,31.3,363.0
2026-07-26 13:00:00,39.0,51.2,6.1,219.0,29.5,352.0
2026-07-26 14:00:00,39.3,51.3,6.1,224.0,28.4,354.0
2026-07-26 15:00:00,40.4,51.8,5.7,226.0,28.3,335.0
2026-07-26 16:00:00,40.2,54.1,6.5,221.0,28.8,329.0
2026-07-26 17:00:00,44.2,56.9,12.4,184.0,25.0,445.0
2026-07-26 18:00:00,51.0,61.0,33.2,148.0,30.9,831.0
2026-07-26 19:00:00,70.1,78.7,61.6,98.0,38.9,1340.0
2026-07-26 20:00:00,86.1,94.5,81.2,59.0,44.5,1633.0
2026-07-26 21:00:00,91.3,99.0,83.0,43.0,45.3,1507.0
2026-07-26 22:00:00,89.4,96.2,76.1,38.0,43.7,1165.0
2026-07-26 23:00:00,85.2,91.5,70.5,33.0,42.2,885.0
2026-07-27 00:00:00,86.4,92.9,70.7,25.0,41.7,764.0
2026-07-27 01:00:00,89.6,95.9,72.4,17.0,41.4,703.0
2026-07-27 02:00:00,91.0,97.8,72.6,12.0,40.5,690.0
2026-07-27 03:00:00,92.2,98.7,70.5,8.0,38.3,743.0
2026-07-27 04:00:00,90.8,96.9,67.1,5.0,35.7,843.0
2026-07-27 05:00:00,82.7,86.6,58.3,22.0,33.4,914.0
2026-07-27 06:00:00,84.1,87.8,54.3,38.0,38.7,933.0
2026-07-27 07:00:00,79.2,84.8,48.4,62.0,45.8,923.0
2026-07-27 08:00:00,65.2,73.6,41.4,93.0,49.8,875.0
2026-07-27 09:00:00,55.9,72.2,32.1,136.0,47.9,760.0
2026-07-27 10:00:00,50.3,66.4,21.7,187.0,42.9,606.0
2026-07-27 11:00:00,46.3,59.8,13.9,228.0,38.6,493.0
2026-07-27 12:00:00,47.5,60.3,10.6,256.0,36.3,448.0
2026-07-27 13:00:00,48.8,61.2,9.9,275.0,34.6,443.0
2026-07-27 14:00:00,50.6,62.6,10.4,283.0,33.2,475.0
2026-07-27 15:00:00,49.8,63.8,11.0,280.0,31.9,541.0
2026-07-27 16:00:00,47.7,63.3,12.7,267.0,31.0,644.0
2026-07-27 17:00:00,50.2,81.3,23.7,185.0,28.1,792.0
2026-07-27 18:00:00,58.7,87.3,33.3,156.0,31.3,1067.0
2026-07-27 19:00:00,66.6,96.2,46.2,117.0,35.6,1388.0
2026-07-27 20:00:00,68.7,87.5,53.7,86.0,37.9,1519.0
2026-07-27 21:00:00,66.6,96.4,50.8,74.0,36.5,1289.0
2026-07-27 22:00:00,64.5,120.1,42.5,72.0,33.0,869.0
2026-07-27 23:00:00,61.2,135.0,35.3,70.0,29.5,543.0
2026-07-28 00:00:00,56.5,116.9,31.2,68.0,26.3,432.0
2026-07-28 01:00:00,51.6,90.1,28.1,66.0,23.1,414.0
2026-07-28 02:00:00,49.8,75.7,26.1,64.0,20.6,404.0
2026-07-28 03:00:00,49.4,68.0,25.4,58.0,19.1,366.0
2026-07-28 04:00:00,48.4,62.2,25.7,50.0,18.2,336.0
2026-07-28 05:00:00,55.8,113.6,32.3,39.0,22.6,342.0
2026-07-28 06:00:00,54.0,101.7,32.2,43.0,24.3,420.0
2026-07-28 07:00:00,48.4,83.4,31.8,51.0,26.7,534.0
2026-07-28 08:00:00,44.6,78.2,30.1,68.0,28.6,606.0
2026-07-28 09:00:00,47.5,100.4,25.9,101.0,29.4,594.0
2026-07-28 10:00:00,48.9,108.7,20.4,144.0,29.6,540.0
2026-07-28 11:00:00,44.1,90.3,15.8,182.0,29.9,495.0
2026-07-28 12:00:00,42.0,76.6,12.5,213.0,30.6,472.0
2026-07-28 13:00:00,43.3,70.3,10.1,239.0,31.4,458.0
2026-07-28 14:00:00,43.4,64.5,10.1,250.0,31.7,465.0
2026-07-28 15:00:00,43.5,61.0,12.7,241.0,30.5,468.0
2026-07-28 16:00:00,44.0,59.0,17.6,218.0,28.7,492.0
2026-07-28 17:00:00,34.7,47.7,49.5,86.0,34.5,618.0
2026-07-28 18:00:00,32.4,42.3,57.7,70.0,36.7,969.0
2026-07-28 19:00:00,39.8,46.7,69.0,47.0,39.9,1422.0
2026-07-28 20:00:00,47.6,54.5,77.7,29.0,43.0,1692.0
2026-07-28 21:00:00,52.7,59.5,81.5,19.0,46.4,1616.0
2026-07-28 22:00:00,51.3,56.8,82.8,13.0,49.7,1358.0
2026-07-28 23:00:00,47.4,51.5,82.9,9.0,51.0,1120.0
2026-07-29 00:00:00,43.8,47.1,82.6,6.0,48.6,974.0
2026-07-29 01:00:00,42.1,45.4,81.2,5.0,44.2,849.0
2026-07-29 02:00:00,44.8,47.8,78.1,6.0,40.9,738.0
2026-07-29 03:00:00,47.8,51.2,72.3,10.0,39.7,626.0
2026-07-29 04:00:00,46.6,49.8,64.8,16.0,39.6,527.0
2026-07-29 05:00:00,47.8,51.3,57.6,24.0,43.8,477.0
2026-07-29 06:00:00,51.1,53.7,52.5,33.0,42.1,510.0
2026-07-29 07:00:00,43.9,47.3,45.4,46.0,39.9,592.0
2026-07-29 08:00:00,38.2,42.3,39.6,62.0,39.5,651.0
2026-07-29 09:00:00,35.5,39.8,36.7,80.0,42.5,652.0
2026-07-29 10:00:00,32.0,36.8,35.0,101.0,47.2,629.0
2026-07-29 11:00:00,31.5,36.6,33.3,122.0,51.0,618.0
2026-07-29 12:00:00,34.0,39.3,30.3,145.0,52.6,626.0
2026-07-29 13:00:00,36.8,43.1,27.3,168.0,53.2,645.0
2026-07-29 14:00:00,39.8,46.4,26.3,184.0,54.2,682.0
2026-07-29 15:00:00,43.5,52.4,26.5,194.0,55.9,702.0
2026-07-29 16:00:00,45.9,53.6,28.8,198.0,58.0,739.0
2026-07-29 17:00:00,59.6,70.3,20.4,226.0,43.4,903.0
2026-07-29 18:00:00,68.0,75.9,32.9,195.0,46.3,1328.0
2026-07-29 19:00:00,80.1,85.2,49.9,151.0,50.1,1880.0
2026-07-29 20:00:00,75.4,79.6,61.6,114.0,51.9,2271.0
2026-07-29 21:00:00,80.3,83.1,63.2,91.0,50.1,2384.0
2026-07-29 22:00:00,81.5,83.8,59.5,74.0,46.2,2337.0
2026-07-29 23:00:00,80.8,82.7,54.6,62.0,42.0,2192.0
2026-07-30 00:00:00,77.8,79.4,49.2,54.0,37.6,1918.0
2026-07-30 01:00:00,74.7,75.9,42.6,50.0,32.8,1547.0
2026-07-30 02:00:00,71.7,72.9,37.6,47.0,29.1,1241.0
2026-07-30 03:00:00,69.2,70.1,35.4,41.0,26.7,1064.0
2026-07-30 04:00:00,67.5,68.2,34.7,36.0,25.3,952.0
2026-07-30 05:00:00,70.5,70.8,38.8,44.0,25.6,871.0
2026-07-30 06:00:00,73.3,73.8,37.8,56.0,29.4,829.0
2026-07-30 07:00:00,68.2,68.7,36.3,75.0,34.6,818.0
2026-07-30 08:00:00,52.4,52.9,33.0,100.0,38.1,776.0
2026-07-30 09:00:00,47.0,47.5,26.6,138.0,38.3,656.0
2026-07-30 10:00:00,43.2,45.1,18.5,183.0,36.8,504.0
2026-07-30 11:00:00,41.8,42.8,12.3,219.0,35.2,401.0
2026-07-30 12:00:00,41.1,43.9,9.3,240.0,33.7,381.0
2026-07-30 13:00:00,41.9,52.2,8.2,252.0,32.1,410.0
2026-07-30 14:00:00,42.1,55.9,8.6,254.0,30.8,461.0
2026-07-30 15:00:00,41.2,55.2,10.6,244.0,30.1,546.0
2026-07-30 16:00:00,40.6,53.1,14.2,224.0,29.7,655.0
2026-07-30 17:00:00,40.9,42.7,20.0,164.0,23.4,727.0
2026-07-30 18:00:00,43.8,45.2,28.6,135.0,24.7,728.0
2026-07-30 19:00:00,46.4,47.5,40.3,96.0,26.5,693.0
2026-07-30 20:00:00,46.1,46.7,47.9,66.0,27.3,669.0
2026-07-30 21:00:00,45.5,45.9,47.7,54.0,26.3,684.0
2026-07-30 22:00:00,45.8,46.3,43.3,52.0,24.2,709.0
2026-07-30 23:00:00,45.4,46.6,38.4,52.0,22.2,707.0
2026-07-31 00:00:00,43.3,45.2,33.6,53.0,20.4,652.0
2026-07-31 01:00:00,39.3,41.2,28.3,57.0,18.6,570.0
2026-07-31 02:00:00,33.8,34.7,24.1,60.0,17.5,493.0
2026-07-31 03:00:00,29.0,29.5,21.7,60.0,17.5,425.0
2026-07-31 04:00:00,38.3,136.9,20.5,58.0,18.3,363.0
2026-07-31 05:00:00,37.7,146.2,19.9,59.0,18.9,334.0
2026-07-31 06:00:00,32.6,89.4,19.5,63.0,19.6,368.0
2026-07-31 07:00:00,27.4,47.5,18.8,69.0,20.6,434.0
2026-07-31 08:00:00,21.6,25.4,17.3,81.0,20.9,472.0
2026-07-31 09:00:00,20.5,21.8,14.3,103.0,20.1,446.0
2026-07-31 10:00:00,21.3,22.1,10.6,131.0,18.7,392.0
2026-07-31 11:00:00,22.8,23.3,7.9,150.0,17.4,353.0
2026-07-31 12:00:00,22.2,22.6,6.7,154.0,16.1,342.0
2026-07-31 13:00:00,20.8,28.2,6.6,149.0,14.8,347.0
